id,date,process,pending,approved
967100,08-10-2025,"GO NOISE",0,69
967110,04-10-2025,Dish-Chennai,0,5
967111,04-10-2025,TANGEDCO,0,100
967112,04-10-2025,"VD2H IB-Chennai",0,22
967113,05-10-2025,Dish-Chennai,0,4
967114,05-10-2025,TANGEDCO,0,97
967115,05-10-2025,"VD2H IB-Chennai",0,25
967116,06-10-2025,Dish-Chennai,0,4
967117,06-10-2025,TANGEDCO,0,112
967118,06-10-2025,"VD2H IB-Chennai",0,23
967119,07-10-2025,Dish-Chennai,0,5
967120,07-10-2025,TANGEDCO,0,102
967121,07-10-2025,"VD2H IB-Chennai",0,24
967122,08-10-2025,Dish-Chennai,0,5
967123,08-10-2025,TANGEDCO,0,110
967124,08-10-2025,"VD2H IB-Chennai",0,22
967130,04-10-2025,"CESC Kolkata",0,14
967131,04-10-2025,NHA,0,1
967132,05-10-2025,"CESC Kolkata",0,15
967133,05-10-2025,NHA,0,1
967134,06-10-2025,"CESC Kolkata",0,11
967135,06-10-2025,NHA,0,1
967136,07-10-2025,"CESC Kolkata",0,12
967137,08-10-2025,"CESC Kolkata",0,12
967205,07-10-2025,Adani,0,12
967206,07-10-2025,"Arka Fincap",0,2
967207,07-10-2025,"GoQii-Inbound	",0,4
967208,07-10-2025,"HDFC PERSISTENCY",0,22
967209,07-10-2025,"I-Pru Mumbai ",0,46
967210,07-10-2025,"IDFC Cross Sale",0,157
967211,07-10-2025,"IDFC Digi Sales",0,7
967212,07-10-2025,Jio-Insure,0,17
967213,07-10-2025,"L&T SME",0,7
967214,07-10-2025,"L&T Services-Mumbai",0,30
967215,07-10-2025,"Nayara Mumbai",0,15
967216,07-10-2025,"Yes Bank",0,94
967217,08-10-2025,Adani,0,14
967218,08-10-2025,"Arka Fincap",0,2
967219,08-10-2025,"GoQii-Inbound	",0,4
967220,08-10-2025,"HDFC PERSISTENCY",0,22
967221,08-10-2025,"I-Pru Mumbai ",0,47
967222,08-10-2025,"IDFC Cross Sale",0,152
967223,08-10-2025,"IDFC Digi Sales",0,10
967224,08-10-2025,Jio-Insure,0,15
967225,08-10-2025,"L&T SME",0,7
967226,08-10-2025,"L&T Services-Mumbai",0,28
967227,08-10-2025,"Nayara Mumbai",0,15
967228,08-10-2025,"Yes Bank",0,93
987857,09-10-2025,"DISH TV-OB",0,136
987858,09-10-2025,VD2H-OB,0,43
987859,09-10-2025,BSES-NOIDA,0,24
987860,09-10-2025,PSPCL,0,74
987861,09-10-2025,"MMT FILLER",0,8
987862,09-10-2025,"MMT Flight",0,1
987863,09-10-2025,"MMT-Holiday Expert",0,5
987876,08-10-2025,Mpokket,0,189
987877,08-10-2025,ZET,0,31
987878,09-10-2025,Mpokket,0,191
987879,09-10-2025,ZET,0,30
987887,08-10-2025,"Aakash Institue",0,11
987888,09-10-2025,"Aakash Institue",0,12
987911,08-10-2025,EDCIL,0,5
987912,08-10-2025,"Poshan Helpline",0,49
987914,09-10-2025,DIC,0,18
987915,09-10-2025,EDCIL,0,6
987916,09-10-2025,"Poshan Helpline",0,48
987917,09-10-2025,"S C JOHNSON",0,1
987923,08-10-2025,"Poshan Helpline-Hyd",0,20
987924,09-10-2025,"Poshan Helpline-Hyd",0,19
987925,09-10-2025,"SBI Card",0,1
987926,09-10-2025,"Dish TV-Backend",0,17
987927,09-10-2025,MOT,0,53
988001,09-10-2025,Adani,0,14
988002,09-10-2025,"Arka Fincap",0,2
988003,09-10-2025,"HDFC PERSISTENCY",0,23
988004,09-10-2025,"I-Pru Mumbai ",0,48
988005,09-10-2025,"IDFC Cross Sale",0,158
988006,09-10-2025,"IDFC Digi Sales",0,10
988007,09-10-2025,Jio-Insure,0,17
988008,09-10-2025,"L&T SME",0,7
988009,09-10-2025,"L&T Services-Mumbai",0,28
988010,09-10-2025,"Nayara Mumbai",0,15
988011,09-10-2025,"Yes Bank",0,93
988110,09-10-2025,"Muthoot Finance",0,4
988111,09-10-2025,"Muthoot Home Loan",0,4
988112,09-10-2025,Muthoot-LAP,0,4
995024,08-10-2025,"Dish TV-IB",0,6
995025,08-10-2025,Qurex,0,3
995026,08-10-2025,UNICEF,0,23
995028,08-10-2025,VIDEOCON,0,3
995029,09-10-2025,"Dish TV-IB",0,7
995030,09-10-2025,UNICEF,0,23
995031,09-10-2025,Unknown,0,31
995032,09-10-2025,VIDEOCON,0,3
1015793,10-10-2025,"DISH TV-OB",0,137
1015794,10-10-2025,VD2H-OB,0,42
1015795,10-10-2025,BSES-NOIDA,0,25
1015796,10-10-2025,PSPCL,0,73
1015797,10-10-2025,"MMT FILLER",0,7
1015798,10-10-2025,"MMT Flight",0,1
1015799,10-10-2025,"MMT-Holiday Expert",0,6
1015807,10-10-2025,Mpokket,0,187
1015808,10-10-2025,Unknown,0,28
1015812,10-10-2025,ZET,0,28
1015813,10-10-2025,"Aakash Institue",0,13
1015816,10-10-2025,DIC,0,9
1015817,10-10-2025,EDCIL,0,6
1015818,10-10-2025,"Poshan Helpline",0,47
1015819,10-10-2025,"S C JOHNSON",0,1
1015820,10-10-2025,"Poshan Helpline-Hyd",0,20
1015824,10-10-2025,"Muthoot Finance",0,4
1015825,10-10-2025,"Muthoot Home Loan",0,4
1015826,10-10-2025,Muthoot-LAP,0,4
1015829,08-10-2025,SBI-Bengaluru,0,11
1015830,09-10-2025,SBI-Bengaluru,0,10
1015831,10-10-2025,SBI-Bengaluru,0,11
1015832,09-10-2025,"DISH IB-HYD",0,18
1015833,10-10-2025,"DISH IB-HYD",0,18
1015905,09-10-2025,"GoQii-Inbound	",0,4
1015915,10-10-2025,Adani,0,15
1015916,10-10-2025,"Arka Fincap",0,2
1015917,10-10-2025,"GoQii-Inbound	",0,4
1015918,10-10-2025,"HDFC PERSISTENCY",0,24
1015919,10-10-2025,"IDFC Cross Sale",0,155
1015920,10-10-2025,"IDFC Digi Sales",0,11
1015921,10-10-2025,Jio-Insure,0,17
1015922,10-10-2025,"L&T SME",0,7
1015923,10-10-2025,"L&T Services-Mumbai",0,29
1015924,10-10-2025,"Nayara Mumbai",0,15
1015925,10-10-2025,"Yes Bank",0,91
1015926,09-10-2025,VD2H-HYD,0,17
1015927,10-10-2025,VD2H-HYD,0,17
1015935,10-10-2025,"SBI Card",0,70
1015936,10-10-2025,"Dish TV-Backend",0,20
1015937,10-10-2025,MOT,0,58
1022758,09-10-2025,"Bharat Pay",0,2
1022759,09-10-2025,GS-1,0,12
1022760,10-10-2025,"Bharat Pay",0,2
1022761,10-10-2025,GS-1,0,10
1022763,07-10-2025,"Paytm Bank Mysore",0,22
1022764,08-10-2025,"Paytm Bank Mysore",0,23
1022765,09-10-2025,"Paytm Bank Mysore",0,24
1022766,10-10-2025,"Paytm Bank Mysore",0,24
1022772,09-10-2025,"Balmer Lawrie",0,2
1022773,10-10-2025,"Balmer Lawrie",0,2
1022775,07-10-2025,TPDDL,0,63
1022776,08-10-2025,TPDDL,0,61
1022777,09-10-2025,RBI-Bhubaneswar,0,8
1022778,09-10-2025,RBI-Chandigarh,0,27
1022779,09-10-2025,RBI-Kochi,0,9
1022780,09-10-2025,TPDDL,0,61
1022781,10-10-2025,RBI-Bhubaneswar,0,8
1022782,10-10-2025,RBI-Chandigarh,0,27
1022783,10-10-2025,RBI-Kochi,0,9
1022784,10-10-2025,TPDDL,0,57
1022796,09-10-2025,"Bajaj Allianz-Noida",0,53
1022797,09-10-2025,"Bajaj Capital",0,17
1022798,10-10-2025,"Bajaj Allianz-Noida",0,55
1022799,10-10-2025,"Bajaj Capital",0,18
1022801,09-10-2025,DATIK,0,3
1022802,09-10-2025,IDFC-NOIDA,0,10
1022803,10-10-2025,DATIK,0,3
1022804,10-10-2025,IDFC-NOIDA,0,10
1022811,09-10-2025,"Namma yatri-Bengaluru",0,9
1022812,10-10-2025,"Namma yatri-Bengaluru",0,8
1022819,09-10-2025,"Namma yatri-Chennai",0,2
1022820,10-10-2025,"Namma yatri-Chennai",0,3
1022833,09-10-2025,"E Saras",0,2
1022834,09-10-2025,"Jindal Steel LTD",0,4
1022837,10-10-2025,"E Saras",0,2
1022838,10-10-2025,"Jindal Steel LTD",0,4
1022846,09-10-2025,"Amazon - HYD",0,2
1022847,10-10-2025,"Amazon - HYD",0,2
1022854,09-10-2025,Qurex,0,4
1022856,10-10-2025,"Dish TV-IB",0,6
1022857,10-10-2025,Qurex,0,5
1022858,10-10-2025,UNICEF,0,23
1022860,10-10-2025,VIDEOCON,0,3
1022865,06-10-2025,"I-PRU Noida",0,49
1022866,06-10-2025,"I-PRU Protection",0,57
1022867,07-10-2025,"I-PRU Noida",0,49
1022868,07-10-2025,"I-PRU Protection",0,56
1022869,08-10-2025,"I-PRU Noida",0,45
1022870,08-10-2025,"I-PRU Protection",0,58
1022871,09-10-2025,"I-PRU Noida",0,52
1022872,09-10-2025,"I-PRU Protection",0,65
1022873,10-10-2025,"I-PRU Noida",0,51
1022874,10-10-2025,"I-PRU Protection",0,63
1070934,11-10-2025,"DISH TV-OB",0,134
1070935,11-10-2025,VD2H-OB,0,41
1070936,12-10-2025,"DISH TV-OB",0,126
1070937,12-10-2025,VD2H-OB,0,42
1070938,11-10-2025,BSES-NOIDA,0,25
1070939,11-10-2025,PSPCL,0,73
1070940,12-10-2025,BSES-NOIDA,0,21
1070941,12-10-2025,PSPCL,0,73
1070942,11-10-2025,"MMT FILLER",0,6
1070943,11-10-2025,"MMT Flight",0,1
1070944,11-10-2025,"MMT-Holiday Expert",0,6
1070945,12-10-2025,"MMT FILLER",0,6
1070946,12-10-2025,"MMT Flight",0,22
1070947,12-10-2025,"MMT-Holiday Expert",0,4
1070959,11-10-2025,"Bajaj Allianz-Noida",0,57
1070960,11-10-2025,"Bajaj Capital",0,23
1070961,12-10-2025,"Bajaj Allianz-Noida",0,47
1070967,11-10-2025,DATIK,0,3
1070968,11-10-2025,IDFC-NOIDA,0,10
1070969,12-10-2025,DATIK,0,2
1070976,11-10-2025,"Namma yatri-Bengaluru",0,7
1070977,12-10-2025,"Namma yatri-Bengaluru",0,7
1070984,11-10-2025,"Namma yatri-Chennai",0,2
1070985,12-10-2025,"Namma yatri-Chennai",0,2
1071002,11-10-2025,"E Saras",0,2
1071003,11-10-2025,"Jindal Steel LTD",0,4
1071004,11-10-2025,"S C JOHNSON",0,1
1071005,11-10-2025,Unknown,0,22
1071011,11-10-2025,"Amazon - HYD",0,2
1071013,06-10-2025,"Paytm Bank Noida",0,18
1071016,07-10-2025,"Paytm Bank Noida",0,17
1071019,08-10-2025,"Paytm Bank Noida",0,18
1071022,09-10-2025,"Paytm Bank Noida",0,17
1071024,10-10-2025,"Paytm Bank Noida",0,16
1071026,11-10-2025,Mpokket,0,186
1071028,12-10-2025,Mpokket,0,180
1071049,11-10-2025,ZET,0,33
1071050,12-10-2025,ZET,0,29
1071051,11-10-2025,"Aakash Institue",0,16
1071052,12-10-2025,"Aakash Institue",0,13
1071057,11-10-2025,DIC,0,9
1071058,11-10-2025,EDCIL,0,6
1071059,11-10-2025,"Poshan Helpline",0,46
1071061,12-10-2025,EDCIL,0,3
1071063,11-10-2025,"Poshan Helpline-Hyd",0,20
1071064,11-10-2025,"SBI Card",0,70
1071065,12-10-2025,"SBI Card",0,70
1071066,11-10-2025,"Dish TV-Backend",0,20
1071067,12-10-2025,"Dish TV-Backend",0,20
1071071,11-10-2025,MOT,0,57
1071072,12-10-2025,DIC,0,18
1071073,12-10-2025,MOT,0,32
1077799,11-10-2025,"Muthoot Finance",0,12
1077800,11-10-2025,"Muthoot Home Loan",0,4
1077801,11-10-2025,Muthoot-LAP,0,2
1077803,12-10-2025,"Muthoot Finance",0,7
1077804,12-10-2025,Muthoot-LAP,0,1
1077809,09-10-2025,"GO NOISE",0,71
1077810,10-10-2025,"GO NOISE",0,71
1077811,11-10-2025,"GO NOISE",0,67
1077822,09-10-2025,Dish-Chennai,0,4
1077823,09-10-2025,"VD2H IB-Chennai",0,24
1077824,10-10-2025,Dish-Chennai,0,5
1077825,10-10-2025,"VD2H IB-Chennai",0,23
1077826,11-10-2025,Dish-Chennai,0,4
1077827,11-10-2025,"VD2H IB-Chennai",0,22
1077828,12-10-2025,Dish-Chennai,0,4
1077829,12-10-2025,"VD2H IB-Chennai",0,24
1077835,09-10-2025,"CESC Kolkata",0,14
1077836,10-10-2025,"CESC Kolkata",0,14
1077837,11-10-2025,"CESC Kolkata",0,13
1077838,12-10-2025,"CESC Kolkata",0,13
1077839,08-10-2025,"Max life-SDPL",0,86
1077840,09-10-2025,"Max life-SDPL",0,87
1077842,10-10-2025,"Max life-SDPL",0,83
1077844,11-10-2025,"Max life-SDPL",0,84
1077869,11-10-2025,"Dish TV-IB",0,5
1077870,11-10-2025,Qurex,0,4
1077871,11-10-2025,UNICEF,0,23
1077873,11-10-2025,VIDEOCON,0,3
1077875,12-10-2025,"Dish TV-IB",0,7
1077876,12-10-2025,Qurex,0,5
1077877,12-10-2025,VIDEOCON,0,3
1077948,10-10-2025,"I-Pru Mumbai ",0,41
1077956,11-10-2025,Adani,0,15
1077957,11-10-2025,"Arka Fincap",0,2
1077958,11-10-2025,"GoQii-Inbound	",0,4
1077959,11-10-2025,"HDFC PERSISTENCY",0,24
1077960,11-10-2025,"I-Pru Mumbai ",0,44
1077961,11-10-2025,"IDFC Cross Sale",0,145
1077962,11-10-2025,"IDFC Digi Sales",0,11
1077963,11-10-2025,Jio-Insure,0,15
1077964,11-10-2025,"L&T SME",0,6
1077965,11-10-2025,"L&T Services-Mumbai",0,28
1077966,11-10-2025,"Nayara Mumbai",0,13
1077967,11-10-2025,"Yes Bank",0,90
1077968,12-10-2025,Adani,0,14
1077969,12-10-2025,"I-Pru Mumbai ",0,38
1077970,12-10-2025,"IDFC Cross Sale",0,58
1077971,12-10-2025,Jio-Insure,0,16
1098666,13-10-2025,"DISH TV-OB",0,129
1098667,13-10-2025,VD2H-OB,0,42
1098668,13-10-2025,BSES-NOIDA,0,23
1098669,13-10-2025,PSPCL,0,73
1098678,11-10-2025,"I-PRU Noida",0,42
1098679,11-10-2025,"I-PRU Protection",0,53
1098680,12-10-2025,"I-PRU Noida",0,45
1098681,12-10-2025,"I-PRU Protection",0,49
1098682,13-10-2025,"I-PRU Noida",0,47
1098683,13-10-2025,"I-PRU Protection",0,52
1098684,11-10-2025,GS-1,0,10
1098685,13-10-2025,GS-1,0,12
1098687,11-10-2025,"Paytm Bank Mysore",0,24
1098688,12-10-2025,"Paytm Bank Mysore",0,23
1098689,13-10-2025,"Paytm Bank Mysore",0,23
1098690,11-10-2025,"Balmer Lawrie",0,2
1098691,13-10-2025,"Balmer Lawrie",0,2
1098698,11-10-2025,RBI-Bhubaneswar,0,7
1098699,11-10-2025,RBI-Chandigarh,0,29
1098700,11-10-2025,RBI-Kochi,0,9
1098701,13-10-2025,RBI-Bhubaneswar,0,7
1098702,13-10-2025,RBI-Chandigarh,0,27
1098703,13-10-2025,RBI-Kochi,0,9
1098704,13-10-2025,"MMT FILLER",0,6
1098705,13-10-2025,"MMT Flight",0,1
1098706,13-10-2025,"MMT-Holiday Expert",0,6
1098707,13-10-2025,Mpokket,0,188
1098708,13-10-2025,"Muthoot Finance",0,20
1098709,13-10-2025,"Muthoot Home Loan",0,4
1098710,13-10-2025,Muthoot-LAP,0,2
1098713,13-10-2025,"Dish TV-IB",0,6
1098714,13-10-2025,Qurex,0,5
1098715,13-10-2025,UNICEF,0,23
1098716,13-10-2025,Unknown,0,4
1098717,13-10-2025,VIDEOCON,0,3
1105482,13-10-2025,Adani,0,14
1105483,13-10-2025,"Arka Fincap",0,2
1105484,13-10-2025,"GoQii-Inbound	",0,4
1105485,13-10-2025,"HDFC PERSISTENCY",0,22
1105486,13-10-2025,"I-Pru Mumbai ",0,44
1105487,13-10-2025,"IDFC Cross Sale",0,151
1105488,13-10-2025,"IDFC Digi Sales",0,11
1105489,13-10-2025,Jio-Insure,0,15
1105490,13-10-2025,"L&T SME",0,6
1105491,13-10-2025,"L&T Services-Mumbai",0,28
1105492,13-10-2025,"Nayara Mumbai",0,15
1105493,13-10-2025,"Yes Bank",0,92
1125836,14-10-2025,"MMT FILLER",0,7
1125837,14-10-2025,"MMT Flight",0,1
1125838,14-10-2025,"MMT-Holiday Expert",0,5
1125839,14-10-2025,"DISH TV-OB",0,134
1125840,14-10-2025,VD2H-OB,0,42
1125841,14-10-2025,BSES-NOIDA,0,26
1125842,14-10-2025,PSPCL,0,74
1125843,11-10-2025,"Paytm Bank Noida",0,17
1125844,12-10-2025,"Paytm Bank Noida",0,13
1125845,13-10-2025,"Paytm Bank Noida",0,15
1125846,14-10-2025,Mpokket,0,191
1125856,14-10-2025,"Muthoot Finance",0,23
1125857,14-10-2025,"Muthoot Home Loan",0,4
1125858,14-10-2025,Muthoot-LAP,0,2
1132382,13-10-2025,ZET,0,32
1132384,14-10-2025,ZET,0,31
1132386,13-10-2025,"Aakash Institue",0,15
1132387,14-10-2025,"Aakash Institue",0,14
1132391,13-10-2025,DIC,0,9
1132392,13-10-2025,EDCIL,0,6
1132393,13-10-2025,"Poshan Helpline",0,50
1132394,13-10-2025,"S C JOHNSON",0,1
1132395,14-10-2025,DIC,0,8
1132396,14-10-2025,EDCIL,0,6
1132397,14-10-2025,"Poshan Helpline",0,50
1132398,14-10-2025,"S C JOHNSON",0,1
1132400,13-10-2025,"Poshan Helpline-Hyd",0,20
1132401,14-10-2025,"Poshan Helpline-Hyd",0,21
1132403,14-10-2025,APPLE,0,1
1132405,14-10-2025,"Dish TV-IB",0,4
1132406,14-10-2025,Qurex,0,5
1132407,14-10-2025,UNICEF,0,23
1132408,14-10-2025,Unknown,0,4
1132409,14-10-2025,VIDEOCON,0,3
1132411,11-10-2025,VD2H-HYD,0,15
1132412,12-10-2025,VD2H-HYD,0,16
1132413,13-10-2025,VD2H-HYD,0,2
1132414,14-10-2025,VD2H-HYD,0,1
1132416,11-10-2025,"DISH IB-HYD",0,18
1132417,12-10-2025,"DISH IB-HYD",0,19
1132418,13-10-2025,"DISH IB-HYD",0,23
1132419,14-10-2025,"DISH IB-HYD",0,22
1145569,13-10-2025,"SBI Card",0,59
1145570,14-10-2025,"SBI Card",0,62
1145571,13-10-2025,"Dish TV-Backend",0,17
1145573,13-10-2025,MOT,0,48
1145574,13-10-2025,NHA,0,1
1145575,14-10-2025,MOT,0,50
1145576,14-10-2025,NHA,0,1
1145577,11-10-2025,SBI-Bengaluru,0,10
1145578,13-10-2025,SBI-Bengaluru,0,11
1145579,14-10-2025,SBI-Bengaluru,0,10
1145580,15-10-2025,SBI-Bengaluru,0,11
1152181,15-10-2025,"DISH TV-OB",0,138
1152182,15-10-2025,VD2H-OB,0,41
1152183,15-10-2025,BSES-NOIDA,0,25
1152184,15-10-2025,PSPCL,0,73
1152185,15-10-2025,"MMT FILLER",0,7
1152186,15-10-2025,"MMT Flight",0,1
1152187,15-10-2025,"MMT-Holiday Expert",0,3
1152192,13-10-2025,"GO NOISE",0,66
1152193,14-10-2025,"GO NOISE",0,68
1152194,15-10-2025,"GO NOISE",0,68
1152199,09-10-2025,TANGEDCO,0,108
1152202,10-10-2025,TANGEDCO,0,102
1152205,11-10-2025,TANGEDCO,0,98
1152208,12-10-2025,TANGEDCO,0,92
1152210,13-10-2025,Dish-Chennai,0,5
1152211,13-10-2025,TANGEDCO,0,98
1152212,13-10-2025,"VD2H IB-Chennai",0,21
1152213,14-10-2025,Dish-Chennai,0,4
1152214,14-10-2025,TANGEDCO,0,97
1152215,14-10-2025,"VD2H IB-Chennai",0,22
1152216,15-10-2025,Dish-Chennai,0,5
1152217,15-10-2025,TANGEDCO,0,113
1152218,15-10-2025,"VD2H IB-Chennai",0,23
1152224,13-10-2025,"CESC Kolkata",0,13
1152225,14-10-2025,"CESC Kolkata",0,13
1152226,15-10-2025,"CESC Kolkata",0,13
1152233,15-10-2025,Mpokket,0,198
1152234,15-10-2025,"Muthoot Finance",0,271
1152235,15-10-2025,"Muthoot Home Loan",0,4
1152236,15-10-2025,Muthoot-LAP,0,2
1158514,12-10-2025,Unknown,0,4
1159000,15-10-2025,Unknown,0,17
1159033,15-10-2025,APPLE,0,1
1159034,15-10-2025,"Dish TV-IB",0,7
1159035,15-10-2025,Qurex,0,6
1159036,15-10-2025,UNICEF,0,23
1159038,15-10-2025,VIDEOCON,0,3
1159050,13-10-2025,"Bajaj Allianz-Noida",0,51
1159051,13-10-2025,"Bajaj Capital",0,22
1159052,14-10-2025,"Bajaj Allianz-Noida",0,54
1159053,14-10-2025,"Bajaj Capital",0,22
1159054,15-10-2025,"Bajaj Allianz-Noida",0,56
1159055,15-10-2025,"Bajaj Capital",0,23
1159064,13-10-2025,DATIK,0,2
1159065,13-10-2025,IDFC-NOIDA,0,10
1159066,14-10-2025,DATIK,0,2
1159067,14-10-2025,IDFC-NOIDA,0,10
1159068,15-10-2025,DATIK,0,3
1159069,15-10-2025,IDFC-NOIDA,0,10
1159076,13-10-2025,"Namma yatri-Bengaluru",0,7
1159077,14-10-2025,"Namma yatri-Bengaluru",0,7
1159078,15-10-2025,"Namma yatri-Bengaluru",0,8
1159085,13-10-2025,"Namma yatri-Chennai",0,3
1159086,14-10-2025,"Namma yatri-Chennai",0,2
1159087,15-10-2025,"Namma yatri-Chennai",0,3
1159106,13-10-2025,"E Saras",0,2
1159107,13-10-2025,"Jindal Steel LTD",0,4
1159110,14-10-2025,"E Saras",0,2
1159111,14-10-2025,"Jindal Steel LTD",0,4
1159114,15-10-2025,"E Saras",0,2
1159115,15-10-2025,"Jindal Steel LTD",0,4
1159116,15-10-2025,"S C JOHNSON",0,1
1159123,13-10-2025,"Amazon - HYD",0,2
1159124,14-10-2025,"Amazon - HYD",0,2
1159125,15-10-2025,"Amazon - HYD",0,2
1159208,14-10-2025,Adani,0,12
1159209,14-10-2025,"Arka Fincap",0,2
1159210,14-10-2025,"GoQii-Inbound	",0,4
1159211,14-10-2025,"HDFC PERSISTENCY",0,22
1159212,14-10-2025,"I-Pru Mumbai ",0,45
1159213,14-10-2025,"IDFC Cross Sale",0,150
1159214,14-10-2025,"IDFC Digi Sales",0,11
1159215,14-10-2025,Jio-Insure,0,16
1159216,14-10-2025,"L&T SME",0,7
1159217,14-10-2025,"L&T Services-Mumbai",0,30
1159218,14-10-2025,"Nayara Mumbai",0,16
1159220,14-10-2025,"Yes Bank",0,93
1159221,15-10-2025,Adani,0,14
1159222,15-10-2025,"Arka Fincap",0,2
1159223,15-10-2025,"GoQii-Inbound	",0,4
1159224,15-10-2025,"HDFC PERSISTENCY",0,22
1159225,15-10-2025,"I-Pru Mumbai ",0,42
1159226,15-10-2025,"IDFC Cross Sale",0,153
1159227,15-10-2025,"IDFC Digi Sales",0,10
1159228,15-10-2025,Jio-Insure,0,16
1159229,15-10-2025,"L&T SME",0,7
1159230,15-10-2025,"L&T Services-Mumbai",0,31
1159231,15-10-2025,"Nayara Mumbai",0,14
1159232,15-10-2025,"Yes Bank",0,94
1173203,15-10-2025,"SBI Card",0,64
1173204,14-10-2025,"Dish TV-Backend",0,19
1173205,15-10-2025,"Dish TV-Backend",0,17
1173207,15-10-2025,DIC,0,9
1173208,15-10-2025,MOT,0,51
1173209,15-10-2025,NHA,0,1
1180202,16-10-2025,"DISH TV-OB",0,1
1180203,16-10-2025,VD2H-OB,0,42
1180204,16-10-2025,BSES-NOIDA,0,28
1180205,16-10-2025,PSPCL,0,74
1180206,16-10-2025,"MMT FILLER",0,8
1180207,16-10-2025,"MMT Flight",0,1
1180208,16-10-2025,"MMT-Holiday Expert",0,3
1180209,16-10-2025,Mpokket,0,196
1180210,16-10-2025,"Muthoot Finance",0,296
1180211,16-10-2025,"Muthoot Home Loan",0,4
1180212,16-10-2025,Muthoot-LAP,0,4
1180301,16-10-2025,Adani,0,13
1180302,16-10-2025,"Arka Fincap",0,2
1180303,16-10-2025,"GoQii-Inbound	",0,4
1180304,16-10-2025,"HDFC PERSISTENCY",0,24
1180305,16-10-2025,"I-Pru Mumbai ",0,43
1180306,16-10-2025,"IDFC Cross Sale",0,158
1180307,16-10-2025,"IDFC Digi Sales",0,8
1180308,16-10-2025,Jio-Insure,0,18
1180309,16-10-2025,"L&T SME",0,7
1180310,16-10-2025,"L&T Services-Mumbai",0,30
1180311,16-10-2025,"Nayara Mumbai",0,16
1180312,16-10-2025,"Yes Bank",0,100
1180328,16-10-2025,"Bajaj Allianz-Noida",0,58
1180329,16-10-2025,"Bajaj Capital",0,21
1180344,16-10-2025,DATIK,0,3
1180345,16-10-2025,IDFC-NOIDA,0,10
1180354,16-10-2025,"Namma yatri-Bengaluru",0,8
1180363,16-10-2025,"Namma yatri-Chennai",0,3
1180392,16-10-2025,"E Saras",0,2
1180393,16-10-2025,"Jindal Steel LTD",0,4
1180394,16-10-2025,"S C JOHNSON",0,1
1180395,16-10-2025,Unknown,0,1
1180403,16-10-2025,"Amazon - HYD",0,2
1180411,13-10-2025,"Bharat Pay",0,2
1180412,13-10-2025,"Max life-SDPL",0,78
1180414,14-10-2025,"Bharat Pay",0,2
1180415,14-10-2025,GS-1,0,12
1180416,14-10-2025,"Max life-SDPL",0,84
1180418,15-10-2025,"Bharat Pay",0,2
1180419,15-10-2025,GS-1,0,12
1180420,15-10-2025,"Max life-SDPL",0,82
1180422,16-10-2025,"Bharat Pay",0,2
1180423,16-10-2025,GS-1,0,12
1180424,16-10-2025,"Max life-SDPL",0,84
1180426,14-10-2025,"Paytm Bank Mysore",0,25
1180427,15-10-2025,"Paytm Bank Mysore",0,21
1180428,16-10-2025,"Paytm Bank Mysore",0,23
1180432,14-10-2025,"Balmer Lawrie",0,1
1180433,15-10-2025,"Balmer Lawrie",0,1
1180434,16-10-2025,"Balmer Lawrie",0,1
1180435,14-10-2025,RBI-Bhubaneswar,0,9
1180436,14-10-2025,RBI-Chandigarh,0,25
1180437,14-10-2025,RBI-Kochi,0,9
1180438,15-10-2025,RBI-Bhubaneswar,0,9
1180439,15-10-2025,RBI-Chandigarh,0,25
1180440,15-10-2025,RBI-Kochi,0,9
1180441,16-10-2025,RBI-Bhubaneswar,0,9
1180442,16-10-2025,RBI-Chandigarh,0,27
1180443,16-10-2025,RBI-Kochi,0,9
1180450,15-10-2025,ZET,0,32
1180452,16-10-2025,ZET,0,32
1180456,15-10-2025,"Aakash Institue",0,14
1180457,16-10-2025,"Aakash Institue",0,14
1180459,10-10-2025,NHA-HYD,0,1
1180462,11-10-2025,NHA-HYD,0,1
1180466,13-10-2025,NHA-HYD,0,1
1180471,14-10-2025,NHA-HYD,0,1
1180475,15-10-2025,EDCIL,0,4
1180476,15-10-2025,NHA-HYD,0,1
1180477,15-10-2025,"Poshan Helpline",0,50
1180479,16-10-2025,DIC,0,7
1180480,16-10-2025,EDCIL,0,4
1180481,16-10-2025,NHA-HYD,0,1
1180482,16-10-2025,"Poshan Helpline",0,51
1180488,15-10-2025,"Poshan Helpline-Hyd",0,21
1180489,16-10-2025,"Poshan Helpline-Hyd",0,20
1180491,16-10-2025,APPLE,0,1
1180492,16-10-2025,"Dish TV-IB",0,7
1180493,16-10-2025,Qurex,0,4
1180494,16-10-2025,UNICEF,0,22
1180496,16-10-2025,VIDEOCON,0,2
1208681,17-10-2025,"MMT FILLER",0,8
1208682,17-10-2025,"MMT Flight",0,1
1208683,17-10-2025,"MMT-Holiday Expert",0,5
1208684,17-10-2025,"DISH TV-OB",0,1
1208685,17-10-2025,VD2H-OB,0,46
1208686,17-10-2025,BSES-NOIDA,0,25
1208687,17-10-2025,PSPCL,0,73
1208698,17-10-2025,Mpokket,0,196
1208711,17-10-2025,"Muthoot Finance",0,317
1208712,17-10-2025,"Muthoot Home Loan",0,4
1208713,17-10-2025,Muthoot-LAP,0,4
1208718,14-10-2025,"I-PRU Noida",0,44
